producto_id,tienda_id,fecha,stock_actual,stock_minimo,stock_seguridad,unidades_vendidas,unidades_recibidas
3507,3,2024-09-16,112,30,12,1,0
2103,3,2024-09-16,141,50,20,9,0
3027,3,2024-09-16,68,30,12,16,0
2181,3,2024-09-16,140,50,20,6,0
3141,3,2024-09-16,97,40,16,26,0
2199,3,2024-09-16,42,20,8,26,0
2024,3,2024-09-16,85,50,20,6,0
3839,3,2024-09-16,24,50,20,36,0
3381,3,2024-09-16,153,50,20,19,0
2596,3,2024-09-16,116,30,12,20,0
3113,3,2024-09-16,16,30,12,37,0
2146,3,2024-09-16,97,50,20,11,0
2862,3,2024-09-16,133,50,20,82,0
3845,3,2024-09-16,190,40,16,27,0
2272,3,2024-09-16,55,20,8,1,0
3699,3,2024-09-16,123,30,12,4,0
3063,3,2024-09-16,190,40,16,17,0
2219,3,2024-09-16,116,50,20,35,0
3601,3,2024-09-16,131,50,20,1,0
2794,3,2024-09-16,67,75,30,62,0
2480,3,2024-09-16,173,40,16,42,0
2316,3,2024-09-16,174,50,20,9,0
2807,3,2024-09-16,0,75,30,9,0
2038,3,2024-09-16,118,50,20,11,0
2804,3,2024-09-16,116,40,16,2,0
3662,3,2024-09-16,189,40,16,17,100
3312,3,2024-09-16,82,20,8,3,0
3256,3,2024-09-16,0,20,8,10,0
2776,3,2024-09-16,0,20,8,9,0
2379,3,2024-09-16,12,30,12,10,0
2802,3,2024-09-16,296,50,20,1,0
2821,3,2024-09-16,139,40,16,14,0
2788,3,2024-09-16,54,50,20,9,0
2033,3,2024-09-16,88,30,12,2,0
3152,3,2024-09-16,42,50,20,51,100
2414,3,2024-09-16,96,30,12,5,0
3502,3,2024-09-16,109,40,16,4,0
2782,3,2024-09-16,51,30,12,1,300
2039,3,2024-09-16,134,40,16,1,50
3813,3,2024-09-16,21,30,12,5,0
3155,3,2024-09-16,135,40,16,32,50
2919,3,2024-09-16,238,50,20,5,200
3295,3,2024-09-16,87,20,8,33,0
3369,3,2024-09-16,183,40,16,2,0
3151,3,2024-09-16,178,40,16,20,0
2729,3,2024-09-16,378,75,30,28,0
2164,3,2024-09-16,61,40,16,16,0
3644,3,2024-09-16,287,50,20,10,0
3043,3,2024-09-16,54,40,16,5,0
3170,3,2024-09-16,137,100,40,10,0
3603,3,2024-09-16,156,50,20,14,0
2182,3,2024-09-16,151,40,16,4,0
2371,3,2024-09-16,274,100,40,11,0
3647,3,2024-09-16,412,100,40,10,0
3559,3,2024-09-16,97,30,12,10,0
3046,3,2024-09-16,98,40,16,2,200
2522,3,2024-09-16,83,20,8,2,0
2017,3,2024-09-16,374,75,30,16,0
3543,3,2024-09-16,181,75,30,0,0
3721,3,2024-09-16,300,75,30,10,0
2703,3,2024-09-16,94,20,8,1,0
3421,3,2024-09-16,226,75,30,4,0
3230,3,2024-09-16,67,30,12,36,0
2426,3,2024-09-16,50,30,12,3,0
2223,3,2024-09-16,118,40,16,39,0
3282,3,2024-09-16,52,20,8,11,0
3250,3,2024-09-16,0,30,12,1,0
3508,3,2024-09-16,93,30,12,13,0
3345,3,2024-09-16,144,30,12,3,0
3164,3,2024-09-16,161,30,12,6,0
2087,3,2024-09-16,171,40,16,8,0
2506,3,2024-09-16,72,30,12,15,0
3140,3,2024-09-16,121,30,12,17,0
2539,3,2024-09-16,157,50,20,0,0
3592,3,2024-09-16,323,100,40,18,200
2452,3,2024-09-16,178,30,12,2,0
3370,3,2024-09-16,71,20,8,13,0
2643,3,2024-09-16,25,20,8,2,0
2241,3,2024-09-16,190,75,30,27,0
3627,3,2024-09-16,223,40,16,8,0
3080,3,2024-09-16,192,40,16,2,0
2206,3,2024-09-16,131,40,16,0,0
3412,3,2024-09-16,522,100,40,0,0
2948,3,2024-09-16,43,20,8,30,0
2809,3,2024-09-16,93,75,30,11,300
2201,3,2024-09-16,107,30,12,38,300
2818,3,2024-09-16,84,40,16,12,0
2376,3,2024-09-16,121,40,16,15,0
2261,3,2024-09-16,72,40,16,10,100
3711,3,2024-09-16,446,100,40,38,0
3479,3,2024-09-16,147,30,12,1,0
2677,3,2024-09-16,149,40,16,16,300
2867,3,2024-09-16,21,20,8,9,200
2548,3,2024-09-16,76,40,16,73,0
3638,3,2024-09-16,189,30,12,15,0
3681,3,2024-09-16,154,40,16,4,0
2664,3,2024-09-16,107,40,16,16,0
3124,3,2024-09-16,93,20,8,38,0
3212,3,2024-09-16,294,50,20,10,0
2755,3,2024-09-16,157,30,12,13,0
2123,3,2024-09-16,7,50,20,10,0
2302,3,2024-09-16,63,30,12,101,0
3198,3,2024-09-16,524,100,40,2,0
2434,3,2024-09-16,58,30,12,14,0
2337,3,2024-09-16,75,50,20,41,0
3165,3,2024-09-16,75,20,8,6,0
2558,3,2024-09-16,142,30,12,11,200
2657,3,2024-09-16,186,75,30,19,0
3184,3,2024-09-16,45,30,12,10,200
2710,3,2024-09-16,50,20,8,8,0
2521,3,2024-09-16,65,40,16,20,0
3616,3,2024-09-16,36,20,8,1,0
3487,3,2024-09-16,59,30,12,9,0
3554,3,2024-09-16,112,30,12,4,200
3338,3,2024-09-16,33,20,8,6,50
3760,3,2024-09-16,109,30,12,0,0
3714,3,2024-09-16,159,30,12,1,0
2271,3,2024-09-16,0,50,20,1,0
3186,3,2024-09-16,103,50,20,6,0
2018,3,2024-09-16,339,75,30,14,0
3191,3,2024-09-16,53,20,8,3,0
3040,3,2024-09-16,22,20,8,16,0
2988,3,2024-09-16,128,30,12,26,0
2126,3,2024-09-16,196,40,16,8,200
3071,3,2024-09-16,127,40,16,38,0
3532,3,2024-09-16,153,40,16,34,0
2091,3,2024-09-16,90,30,12,3,200
2166,3,2024-09-16,0,30,12,36,0
3579,3,2024-09-16,56,30,12,50,0
3634,3,2024-09-16,170,40,16,33,0
2021,3,2024-09-16,313,75,30,15,0
3686,3,2024-09-16,32,30,12,17,0
3717,3,2024-09-16,155,75,30,4,0
2622,3,2024-09-16,96,30,12,1,0
2383,3,2024-09-16,68,30,12,30,0
3326,3,2024-09-16,188,30,12,1,0
3526,3,2024-09-16,70,30,12,15,0
2798,3,2024-09-16,109,30,12,1,0
2995,3,2024-09-16,204,50,20,3,300
2877,3,2024-09-16,116,30,12,19,100
3204,3,2024-09-16,172,50,20,4,0
3755,3,2024-09-16,47,20,8,52,0
2473,3,2024-09-16,74,30,12,13,50
3350,3,2024-09-16,64,30,12,8,0
3189,3,2024-09-16,204,40,16,0,0
2868,3,2024-09-16,57,30,12,1,0
2627,3,2024-09-16,191,50,20,8,0
3081,3,2024-09-16,201,40,16,3,0
3294,3,2024-09-16,139,50,20,11,0
2898,3,2024-09-16,73,30,12,39,0
3596,3,2024-09-16,69,40,16,13,0
3483,3,2024-09-16,33,20,8,2,300
3715,3,2024-09-16,84,20,8,13,0
3392,3,2024-09-16,63,30,12,20,0
2080,3,2024-09-16,172,40,16,18,0
3346,3,2024-09-16,100,30,12,0,0
3584,3,2024-09-16,458,100,40,9,0
2068,3,2024-09-16,130,50,20,14,0
2338,3,2024-09-16,56,20,8,3,0
2675,3,2024-09-16,137,40,16,3,200
3137,3,2024-09-16,135,40,16,6,0
2989,3,2024-09-16,152,40,16,35,0
2735,3,2024-09-16,185,40,16,4,0
2423,3,2024-09-16,127,30,12,10,0
2216,3,2024-09-16,73,30,12,12,0
2076,3,2024-09-16,102,50,20,28,0
2372,3,2024-09-16,60,40,16,24,0
3073,3,2024-09-16,96,75,30,10,0
3678,3,2024-09-16,25,30,12,8,0
2115,3,2024-09-16,44,20,8,30,0
2340,3,2024-09-16,0,75,30,38,0
2956,3,2024-09-16,133,30,12,10,0
3679,3,2024-09-16,165,50,20,18,300
2429,3,2024-09-16,69,30,12,1,0
2579,3,2024-09-16,126,30,12,33,100
2355,3,2024-09-16,101,30,12,2,0
2810,3,2024-09-16,185,30,12,2,0
2925,3,2024-09-16,195,100,40,10,0
3726,3,2024-09-16,276,50,20,46,0
3052,3,2024-09-16,388,100,40,1,50
3302,3,2024-09-16,197,40,16,14,0
3075,3,2024-09-16,66,20,8,5,0
2638,3,2024-09-16,4,20,8,13,0
2616,3,2024-09-16,94,20,8,11,100
2581,3,2024-09-16,198,50,20,15,0
2012,3,2024-09-16,226,50,20,1,0
3394,3,2024-09-16,76,20,8,7,0
3166,3,2024-09-16,135,30,12,24,0
3468,3,2024-09-16,102,50,20,3,0
2131,3,2024-09-16,71,20,8,46,0
3706,3,2024-09-16,92,50,20,27,0
2720,3,2024-09-16,101,50,20,8,0
3237,3,2024-09-16,139,50,20,7,0
2958,3,2024-09-16,101,30,12,6,300
2758,3,2024-09-16,198,30,12,0,200
2435,3,2024-09-16,161,30,12,0,0
2369,3,2024-09-16,194,100,40,4,150
2407,3,2024-09-16,173,40,16,2,50
2942,3,2024-09-16,105,50,20,12,0
2678,3,2024-09-16,149,40,16,42,0
2519,3,2024-09-16,140,40,16,15,0
3478,3,2024-09-16,273,50,20,14,0
3466,3,2024-09-16,228,75,30,4,100
2294,3,2024-09-16,197,75,30,1,0
2560,3,2024-09-16,0,40,16,1,0
3037,3,2024-09-16,0,30,12,0,0
2968,3,2024-09-16,40,30,12,2,0
2479,3,2024-09-16,231,50,20,9,200
3570,3,2024-09-16,80,20,8,11,0
3823,3,2024-09-16,147,40,16,1,100
3269,3,2024-09-16,101,50,20,1,0
3375,3,2024-09-16,217,40,16,9,0
3101,3,2024-09-16,100,30,12,6,0
3734,3,2024-09-16,218,75,30,16,0
2230,3,2024-09-16,95,30,12,6,0
2717,3,2024-09-16,258,75,30,3,0
3744,3,2024-09-16,224,50,20,11,0
2908,3,2024-09-16,51,75,30,13,200
2447,3,2024-09-16,105,40,16,0,150
2388,3,2024-09-16,80,20,8,2,0
3157,3,2024-09-16,90,20,8,8,0
2028,3,2024-09-16,0,20,8,9,0
2719,3,2024-09-16,79,20,8,0,0
2900,3,2024-09-16,86,30,12,9,0
2047,3,2024-09-16,38,20,8,6,0
3605,3,2024-09-16,96,50,20,3,300
3604,3,2024-09-16,203,40,16,7,300
3033,3,2024-09-16,128,30,12,7,0
3414,3,2024-09-16,66,30,12,37,0
3329,3,2024-09-16,98,30,12,2,0
2069,3,2024-09-16,412,100,40,11,0
3801,3,2024-09-16,101,20,8,8,0
3509,3,2024-09-16,100,40,16,4,0
3117,3,2024-09-16,115,30,12,53,0
2281,3,2024-09-16,134,40,16,12,0
2110,3,2024-09-16,215,40,16,67,0
2740,3,2024-09-16,105,40,16,23,150
3385,3,2024-09-16,170,30,12,2,50
3594,3,2024-09-16,514,100,40,2,0
3415,3,2024-09-16,146,30,12,12,0
2220,3,2024-09-16,249,40,16,36,0
3411,3,2024-09-16,180,40,16,3,0
2401,3,2024-09-16,24,40,16,7,300
3462,3,2024-09-16,39,40,16,14,0
2970,3,2024-09-16,32,30,12,44,0
3053,3,2024-09-16,98,20,8,0,0
3572,3,2024-09-16,68,30,12,17,0
3259,3,2024-09-16,104,30,12,0,200
2963,3,2024-09-16,77,40,16,6,0
3086,3,2024-09-16,344,75,30,1,0
2402,3,2024-09-16,54,30,12,3,100
3534,3,2024-09-16,118,40,16,19,0
2440,3,2024-09-16,73,20,8,14,0
2771,3,2024-09-16,101,50,20,6,0
3795,3,2024-09-16,14,40,16,3,0
2824,3,2024-09-16,127,30,12,39,0
3469,3,2024-09-16,62,30,12,38,300
2715,3,2024-09-16,73,30,12,4,0
2395,3,2024-09-16,101,50,20,44,0
2904,3,2024-09-16,339,100,40,6,0
3380,3,2024-09-16,250,100,40,3,0
3330,3,2024-09-16,127,75,30,2,0
2986,3,2024-09-16,575,100,40,23,0
2927,3,2024-09-16,85,50,20,37,0
2189,3,2024-09-16,169,40,16,3,0
3004,3,2024-09-16,161,40,16,26,150
2992,3,2024-09-16,107,30,12,0,150
2803,3,2024-09-16,140,50,20,4,0
2806,3,2024-09-16,92,30,12,2,0
3610,3,2024-09-16,82,20,8,10,50
2406,3,2024-09-16,290,75,30,4,0
3291,3,2024-09-16,84,40,16,19,0
3698,3,2024-09-16,94,40,16,6,0
2837,3,2024-09-16,79,40,16,9,0
2726,3,2024-09-16,168,40,16,5,0
3712,3,2024-09-16,137,50,20,41,0
3518,3,2024-09-16,137,40,16,13,0
2488,3,2024-09-16,229,75,30,18,0
2210,3,2024-09-16,32,30,12,20,0
3545,3,2024-09-16,56,30,12,12,0
2974,3,2024-09-16,101,20,8,20,0
3825,3,2024-09-16,23,40,16,5,0
2694,3,2024-09-16,323,50,20,69,0
3818,3,2024-09-16,102,30,12,11,0
3556,3,2024-09-16,122,30,12,5,300
3092,3,2024-09-16,0,100,40,23,0
3826,3,2024-09-16,152,50,20,24,0
3377,3,2024-09-16,8,20,8,21,0
2048,3,2024-09-16,430,100,40,1,0
2044,3,2024-09-16,25,30,12,1,0
3840,3,2024-09-16,181,40,16,24,0
2089,3,2024-09-16,275,100,40,9,0
2032,3,2024-09-16,166,40,16,18,0
3704,3,2024-09-16,22,40,16,21,0
3210,3,2024-09-16,154,75,30,12,0
3129,3,2024-09-16,286,50,20,18,0
3093,3,2024-09-16,248,50,20,7,0
2380,3,2024-09-16,38,30,12,6,150
3648,3,2024-09-16,100,50,20,23,0
2092,3,2024-09-16,170,40,16,12,0
3253,3,2024-09-16,0,30,12,1,0
3454,3,2024-09-16,155,100,40,14,0
2774,3,2024-09-16,67,40,16,82,0
2093,3,2024-09-16,46,30,12,11,0
2455,3,2024-09-16,103,30,12,17,0
2121,3,2024-09-16,108,40,16,0,0
3285,3,2024-09-16,84,50,20,1,0
2592,3,2024-09-16,84,50,20,17,0
2767,3,2024-09-16,64,30,12,5,0
3167,3,2024-09-16,109,75,30,27,0
2639,3,2024-09-16,88,30,12,5,0
2843,3,2024-09-16,252,75,30,3,200
3088,3,2024-09-16,232,50,20,8,0
3632,3,2024-09-16,170,30,12,8,0
3150,3,2024-09-16,0,75,30,21,0
3671,3,2024-09-16,32,20,8,44,300
2247,3,2024-09-16,74,50,20,2,0
3705,3,2024-09-16,295,100,40,1,0
2540,3,2024-09-16,85,30,12,13,0
2947,3,2024-09-16,86,30,12,4,0
2882,3,2024-09-16,182,40,16,24,0
2041,3,2024-09-16,76,30,12,17,0
2733,3,2024-09-16,26,20,8,10,0
3438,3,2024-09-16,62,20,8,6,0
2515,3,2024-09-16,147,50,20,2,0
2159,3,2024-09-16,23,30,12,0,0
3032,3,2024-09-16,112,40,16,20,0
3725,3,2024-09-16,193,40,16,6,200
2491,3,2024-09-16,71,50,20,29,0
3428,3,2024-09-16,185,40,16,24,0
2819,3,2024-09-16,129,50,20,6,0
2458,3,2024-09-16,62,30,12,0,0
2732,3,2024-09-16,12,50,20,2,0
2814,3,2024-09-16,99,50,20,1,0
2381,3,2024-09-16,77,20,8,24,0
2487,3,2024-09-16,132,40,16,1,0
3447,3,2024-09-16,160,50,20,0,0
2670,3,2024-09-16,268,40,16,17,0
3008,3,2024-09-16,161,40,16,13,0
3778,3,2024-09-16,287,75,30,32,0
2120,3,2024-09-16,35,20,8,1,0
3238,3,2024-09-16,31,30,12,21,0
3590,3,2024-09-16,67,50,20,9,0
3105,3,2024-09-16,123,50,20,9,0
2229,3,2024-09-16,137,30,12,9,0
2445,3,2024-09-16,39,30,12,2,0
2869,3,2024-09-16,98,40,16,79,0
2347,3,2024-09-16,62,20,8,15,0
3618,3,2024-09-16,92,40,16,12,0
2564,3,2024-09-16,126,50,20,5,0
2002,3,2024-09-16,26,30,12,9,0
3169,3,2024-09-16,88,20,8,1,0
2296,3,2024-09-16,191,50,20,29,0
3489,3,2024-09-16,261,100,40,19,0
3423,3,2024-09-16,175,40,16,0,0
3401,3,2024-09-16,97,40,16,25,0
2158,3,2024-09-16,50,20,8,25,0
2492,3,2024-09-16,1,30,12,9,0
2691,3,2024-09-16,64,30,12,5,0
2557,3,2024-09-16,46,40,16,7,0
3242,3,2024-09-16,105,30,12,18,0
2831,3,2024-09-16,161,40,16,8,0
3257,3,2024-09-16,76,30,12,4,0
3099,3,2024-09-16,171,50,20,2,0
2978,3,2024-09-16,204,40,16,19,0
2444,3,2024-09-16,167,50,20,79,50
3310,3,2024-09-16,315,40,16,8,0
3399,3,2024-09-16,90,50,20,54,0
2795,3,2024-09-16,287,50,20,0,100
3334,3,2024-09-16,41,20,8,29,0
2532,3,2024-09-16,21,30,12,37,0
2659,3,2024-09-16,113,30,12,5,0
3333,3,2024-09-16,55,50,20,16,0
3581,3,2024-09-16,177,50,20,200,0
2354,3,2024-09-16,67,30,12,0,0
3410,3,2024-09-16,99,30,12,30,0
2335,3,2024-09-16,118,30,12,5,0
3727,3,2024-09-16,232,50,20,8,0
3059,3,2024-09-16,143,30,12,34,0
3787,3,2024-09-16,415,75,30,6,0
2285,3,2024-09-16,0,30,12,4,0
3218,3,2024-09-16,69,30,12,4,0
3568,3,2024-09-16,74,40,16,2,0
3239,3,2024-09-16,136,50,20,19,0
3798,3,2024-09-16,141,30,12,7,50
2062,3,2024-09-16,95,50,20,1,100
2714,3,2024-09-16,88,40,16,10,0
2613,4,2024-09-15,98,20,8,39,0
2116,4,2024-09-15,37,20,8,45,150
2769,4,2024-09-15,4,50,20,3,0
2710,4,2024-09-15,213,30,12,0,0
3466,4,2024-09-15,195,40,16,1,0
3324,4,2024-09-15,125,30,12,12,50
2549,4,2024-09-15,124,50,20,16,0
2493,4,2024-09-15,87,50,20,14,0
2192,4,2024-09-15,259,50,20,11,0
2424,4,2024-09-15,36,30,12,67,0
3796,4,2024-09-15,87,40,16,27,0
2121,4,2024-09-15,68,40,16,8,0
2734,4,2024-09-15,224,50,20,18,0
2253,4,2024-09-15,167,50,20,8,0
3024,4,2024-09-15,179,50,20,2,0
3502,4,2024-09-15,245,75,30,10,0
3642,4,2024-09-15,166,50,20,1,0
3682,4,2024-09-15,32,30,12,13,0
3614,4,2024-09-15,315,100,40,1,0
2205,4,2024-09-15,100,30,12,12,0
3594,4,2024-09-15,256,40,16,5,0
2374,4,2024-09-15,375,75,30,38,0
3094,4,2024-09-15,151,40,16,22,0
2185,4,2024-09-15,24,40,16,4,0
3253,4,2024-09-15,85,30,12,2,0
2900,4,2024-09-15,193,100,40,30,0
3653,4,2024-09-15,60,30,12,12,0
3234,4,2024-09-15,86,50,20,36,0
3290,4,2024-09-15,85,40,16,22,0
2365,4,2024-09-15,51,40,16,3,0
2760,4,2024-09-15,90,20,8,16,0
3791,4,2024-09-15,60,30,12,6,0
2024,4,2024-09-15,109,20,8,54,0
3549,4,2024-09-15,178,50,20,35,0
3045,4,2024-09-15,89,30,12,3,0
2190,4,2024-09-15,23,20,8,31,0
3659,4,2024-09-15,117,50,20,3,0
2646,4,2024-09-15,90,40,16,3,0
2904,4,2024-09-15,-13,50,20,15,0
3839,4,2024-09-15,223,75,30,1,0
3347,4,2024-09-15,171,75,30,37,0
3130,4,2024-09-15,114,30,12,6,0
3699,4,2024-09-15,68,20,8,1,50
3139,4,2024-09-15,13,40,16,25,0
2085,4,2024-09-15,123,30,12,8,0
2002,4,2024-09-15,107,30,12,32,0
3767,4,2024-09-15,170,50,20,13,0
2733,4,2024-09-15,163,30,12,2,0
2246,4,2024-09-15,359,50,20,34,0
3620,4,2024-09-15,52,20,8,50,0
3512,4,2024-09-15,0,40,16,5,300
2130,4,2024-09-15,189,75,30,0,0
2490,4,2024-09-15,80,40,16,6,200
2712,4,2024-09-15,258,50,20,1,0
2864,4,2024-09-15,28,40,16,68,0
2137,4,2024-09-15,385,75,30,5,0
2824,4,2024-09-15,73,50,20,7,0
3487,4,2024-09-15,200,50,20,3,0
3201,4,2024-09-15,55,30,12,50,100
2839,4,2024-09-15,9,40,16,13,0
2914,4,2024-09-15,60,20,8,6,0
3400,4,2024-09-15,56,20,8,21,300
2012,4,2024-09-15,172,75,30,50,0
3294,4,2024-09-15,119,50,20,10,0
3759,4,2024-09-15,104,40,16,24,0
3559,4,2024-09-15,139,30,12,22,50
3064,4,2024-09-15,0,40,16,13,0
2331,4,2024-09-15,86,50,20,12,200
2863,4,2024-09-15,255,100,40,1,0
2755,4,2024-09-15,68,30,12,22,0
2570,4,2024-09-15,144,50,20,39,0
3394,4,2024-09-15,86,40,16,6,0
3259,4,2024-09-15,219,50,20,10,0
3740,4,2024-09-15,47,40,16,5,0
2133,4,2024-09-15,43,75,30,15,0
2564,4,2024-09-15,75,40,16,2,0
3177,4,2024-09-15,192,40,16,12,0
2147,4,2024-09-15,135,30,12,42,0
2898,4,2024-09-15,85,30,12,15,0
2391,4,2024-09-15,276,40,16,21,0
3443,4,2024-09-15,65,20,8,0,100
3478,4,2024-09-15,201,40,16,8,0
2690,4,2024-09-15,34,30,12,8,0
3227,4,2024-09-15,37,20,8,35,0
2700,4,2024-09-15,209,50,20,13,200
3584,4,2024-09-15,118,30,12,9,0
2158,4,2024-09-15,68,20,8,39,0
2481,4,2024-09-15,374,100,40,17,0
3216,4,2024-09-15,73,50,20,19,0
3765,4,2024-09-15,100,30,12,21,0
2191,4,2024-09-15,31,50,20,45,300
2624,4,2024-09-15,77,20,8,1,150
2984,4,2024-09-15,51,20,8,40,0
3252,4,2024-09-15,69,50,20,20,0
3379,4,2024-09-15,153,50,20,11,0
2055,4,2024-09-15,120,30,12,10,0
2676,4,2024-09-15,49,20,8,20,0
2412,4,2024-09-15,38,30,12,9,150
3302,4,2024-09-15,93,30,12,7,0
2798,4,2024-09-15,23,30,12,2,0
3143,4,2024-09-15,111,30,12,33,0
2497,4,2024-09-15,118,30,12,1,0
2290,4,2024-09-15,136,30,12,21,0
3049,4,2024-09-15,142,30,12,77,0
2046,4,2024-09-15,61,20,8,35,0
2529,4,2024-09-15,58,20,8,6,0
3027,4,2024-09-15,202,75,30,41,0
2812,4,2024-09-15,89,50,20,26,0
2219,4,2024-09-15,71,50,20,1,0
2939,4,2024-09-15,250,50,20,2,0
3847,4,2024-09-15,101,20,8,12,0
2787,4,2024-09-15,58,40,16,3,0
3434,4,2024-09-15,95,40,16,30,0
2828,4,2024-09-15,15,75,30,3,0
3794,4,2024-09-15,48,40,16,5,0
2532,4,2024-09-15,485,100,40,20,100
2694,4,2024-09-15,180,50,20,3,0
3329,4,2024-09-15,62,30,12,0,0
2101,4,2024-09-15,71,20,8,1,0
2681,4,2024-09-15,65,20,8,0,0
2768,4,2024-09-15,98,40,16,0,0
2344,4,2024-09-15,46,20,8,2,0
3507,4,2024-09-15,100,40,16,2,200
3484,4,2024-09-15,97,30,12,34,0
2413,4,2024-09-15,96,30,12,4,0
3619,4,2024-09-15,114,50,20,22,0
2152,4,2024-09-15,117,30,12,11,0
2035,4,2024-09-15,82,20,8,2,0
3723,4,2024-09-15,0,20,8,10,0
2683,4,2024-09-15,168,40,16,68,0
3742,4,2024-09-15,81,30,12,45,100
2685,4,2024-09-15,21,30,12,13,0
2383,4,2024-09-15,180,30,12,8,0
2168,4,2024-09-15,340,75,30,2,0
3140,4,2024-09-15,151,100,40,9,0
3760,4,2024-09-15,121,40,16,6,0
3741,4,2024-09-15,37,20,8,34,0
3349,4,2024-09-15,75,30,12,25,0
2974,4,2024-09-15,0,50,20,27,0
3470,4,2024-09-15,89,40,16,30,0
2699,4,2024-09-15,196,30,12,54,0
3035,4,2024-09-15,92,30,12,4,0
3380,4,2024-09-15,85,20,8,17,0
3508,4,2024-09-15,46,40,16,17,0
3099,4,2024-09-15,97,20,8,13,0
3515,4,2024-09-15,130,30,12,60,0
2238,4,2024-09-15,111,40,16,23,0
3781,4,2024-09-15,130,30,12,32,200
2717,4,2024-09-15,36,30,12,3,0
3194,4,2024-09-15,46,50,20,17,0
2395,4,2024-09-15,0,20,8,2,0
2006,4,2024-09-15,134,30,12,3,0
2510,4,2024-09-15,224,40,16,17,0
3445,4,2024-09-15,264,75,30,13,0
2110,4,2024-09-15,58,20,8,0,0
3274,4,2024-09-15,158,30,12,13,0
2154,4,2024-09-15,45,30,12,65,0
2580,4,2024-09-15,110,50,20,8,0
2150,4,2024-09-15,116,30,12,7,50
3633,4,2024-09-15,113,40,16,4,0
3026,4,2024-09-15,99,30,12,1,0
2885,4,2024-09-15,115,40,16,19,0
2894,4,2024-09-15,261,40,16,9,0
2342,4,2024-09-15,140,75,30,7,0
2940,4,2024-09-15,138,40,16,11,0
3724,4,2024-09-15,187,40,16,24,0
2852,4,2024-09-15,85,50,20,36,0
3532,4,2024-09-15,230,40,16,2,0
3618,4,2024-09-15,232,50,20,6,0
3770,4,2024-09-15,211,75,30,3,0
3018,4,2024-09-15,81,40,16,29,0
2976,4,2024-09-15,342,75,30,38,200
2808,4,2024-09-15,209,40,16,21,0
3322,4,2024-09-15,176,50,20,0,0
3153,4,2024-09-15,99,30,12,3,0
2064,4,2024-09-15,156,40,16,1,0
2589,4,2024-09-15,64,30,12,12,0
3645,4,2024-09-15,274,50,20,16,0
2476,4,2024-09-15,70,40,16,8,0
2594,4,2024-09-15,86,40,16,0,0
3056,4,2024-09-15,235,100,40,11,0
2889,4,2024-09-15,40,30,12,13,0
3278,4,2024-09-15,75,30,12,5,0
3164,4,2024-09-15,102,50,20,6,50
3115,4,2024-09-15,76,75,30,50,0
3766,4,2024-09-15,163,75,30,17,0
2386,4,2024-09-15,196,40,16,38,0
3541,4,2024-09-15,190,50,20,4,0
2373,4,2024-09-15,70,30,12,9,0
2718,4,2024-09-15,144,40,16,16,0
2414,4,2024-09-15,176,50,20,5,0
3086,4,2024-09-15,146,50,20,3,0
2559,4,2024-09-15,235,40,16,9,0
3192,4,2024-09-15,118,30,12,0,0
3110,4,2024-09-15,269,40,16,54,0
3501,4,2024-09-15,238,50,20,35,0
2456,4,2024-09-15,322,75,30,16,0
3352,4,2024-09-15,57,30,12,23,200
3137,4,2024-09-15,346,100,40,7,0
2701,4,2024-09-15,11,40,16,16,0
2766,4,2024-09-15,160,40,16,14,0
2368,4,2024-09-15,117,30,12,7,0
2467,4,2024-09-15,255,50,20,1,0
2286,4,2024-09-15,113,40,16,4,0
2230,4,2024-09-15,148,50,20,10,0
2218,4,2024-09-15,63,20,8,15,0
2129,4,2024-09-15,65,20,8,9,0
3643,4,2024-09-15,268,75,30,10,0
2782,4,2024-09-15,96,30,12,5,0
2233,4,2024-09-15,110,40,16,22,0
2162,4,2024-09-15,468,100,40,15,0
2861,4,2024-09-15,103,30,12,1,0
3459,4,2024-09-15,309,75,30,4,0
3668,4,2024-09-15,85,40,16,32,0
2801,4,2024-09-15,74,50,20,21,0
2105,4,2024-09-15,61,40,16,21,0
2227,4,2024-09-15,113,50,20,38,0
3343,4,2024-09-15,153,40,16,4,0
3303,4,2024-09-15,107,40,16,13,0
3286,4,2024-09-15,139,40,16,32,0
2720,4,2024-09-15,84,20,8,4,0
3783,4,2024-09-15,0,50,20,13,0
2955,4,2024-09-15,191,50,20,17,0
3498,4,2024-09-15,169,75,30,19,0
3688,4,2024-09-15,49,30,12,1,0
2504,4,2024-09-15,219,40,16,15,0
3326,4,2024-09-15,188,30,12,1,0
2528,4,2024-09-15,188,30,12,12,0
3083,4,2024-09-15,420,75,30,83,0
3306,4,2024-09-15,123,50,20,2,0
3124,4,2024-09-15,134,30,12,34,0
2328,4,2024-09-15,521,100,40,27,0
2291,4,2024-09-15,108,40,16,35,0
3612,4,2024-09-15,29,20,8,6,0
2869,4,2024-09-15,89,40,16,0,0
3346,4,2024-09-15,289,50,20,3,0
2051,4,2024-09-15,97,20,8,30,200
3247,4,2024-09-15,78,40,16,13,0
3391,4,2024-09-15,116,50,20,1,0
3436,4,2024-09-15,157,30,12,29,0
2357,4,2024-09-15,16,50,20,1,0
3359,4,2024-09-15,127,40,16,19,0
2868,4,2024-09-15,74,75,30,3,0
2335,4,2024-09-15,174,40,16,21,0
2508,4,2024-09-15,79,30,12,4,50
2727,4,2024-09-15,47,30,12,14,0
