linea_id,pedido_id,producto_id,cantidad,precio_unitario,descuento_pct,total_linea
9083037,5030805,3205,1,11.51,10.0,10.36
9083038,5030806,2204,1,14.86,5.0,14.12
9083039,5030807,2326,1,22.86,0.0,22.86
9083040,5030808,2333,2,9.89,5.0,18.79
9083041,5030808,2263,1,18.09,20.0,14.47
9083042,5030808,2650,1,13.15,0.0,13.15
9083043,5030808,2223,1,8.84,10.0,7.96
9083044,5030808,3180,2,23.03,5.0,43.76
9083045,5030808,2239,1,1.88,0.0,1.88
9083046,5030808,3161,2,13.16,5.0,25.0
9083047,5030809,2037,1,0.89,5.0,0.85
9083048,5030810,2185,2,11.68,5.0,22.19
9083049,5030811,2179,3,21.86,5.0,62.3
9083050,5030811,2241,1,8.37,10.0,7.53
9083051,5030811,2332,3,10.31,20.0,24.74
9083052,5030811,2022,4,4.67,10.0,16.81
9083053,5030811,2229,1,13.54,0.0,13.54
9083054,5030812,2198,2,23.67,0.0,47.34
9083055,5030812,2305,1,19.22,0.0,19.22
9083056,5030812,2246,6,8.07,0.0,48.42
9083057,5030813,2179,1,21.86,0.0,21.86
9083058,5030813,2171,4,7.26,0.0,29.04
9083059,5030813,2242,1,24.56,5.0,23.33
9083060,5030813,2333,1,9.89,15.0,8.41
9083061,5030814,2053,1,8.07,0.0,8.07
9083062,5030815,2097,3,22.51,10.0,60.78
9083063,5030816,2210,1,2.29,0.0,2.29
9083064,5030817,2136,3,17.82,10.0,48.11
9083065,5030818,2013,2,6.29,10.0,11.32
9083066,5030819,2244,1,2.1,0.0,2.1
9083067,5030820,2056,1,10.74,0.0,10.74
9083068,5030821,2301,3,22.03,0.0,66.09
9083069,5030822,2256,1,22.67,5.0,21.54
9083070,5030822,2056,1,10.74,0.0,10.74
9083071,5030823,2094,2,3.08,20.0,4.93
9083072,5030823,2318,1,17.76,5.0,16.87
9083073,5030823,2321,5,16.56,0.0,82.8
9083074,5030823,2150,1,20.36,5.0,19.34
9083075,5030823,2293,1,21.13,0.0,21.13
9083076,5030824,2345,4,19.25,20.0,61.6
9083077,5030825,2313,1,1.26,0.0,1.26
9083078,5030825,2267,6,3.76,15.0,19.18
9083079,5030826,2151,6,15.34,0.0,92.04
9083080,5030826,2505,3,2.97,5.0,8.46
9083081,5030827,2735,1,19.25,5.0,18.29
9083082,5030827,2277,1,9.39,0.0,9.39
9083083,5030828,2023,1,4.64,0.0,4.64
9083084,5030828,2585,4,20.5,5.0,77.9
9083085,5030828,3768,1,7.67,10.0,6.9
9083086,5030828,2046,1,10.6,5.0,10.07
9083087,5030828,2269,1,5.43,0.0,5.43
9083088,5030829,2812,1,17.85,10.0,16.07
9083089,5030829,2151,2,15.34,15.0,26.08
9083090,5030829,3369,1,0.0,5.0,0.0
9083091,5030830,2250,1,20.86,20.0,16.69
9083092,5030830,3776,1,16.58,5.0,15.75
9083093,5030830,2185,1,11.68,0.0,11.68
9083094,5030830,2169,3,12.7,15.0,32.38
9083095,5030830,2289,2,19.3,0.0,38.6
9083096,5030830,2096,2,20.94,0.0,41.88
9083097,5030830,2223,5,8.84,0.0,44.2
9083098,5030830,2217,1,24.22,0.0,24.22
9083099,5030831,2182,1,4.65,5.0,4.42
9083100,5030832,2055,1,13.03,0.0,13.03
9083101,5030832,2857,5,23.19,20.0,92.76
9083102,5030833,2105,1,9.93,0.0,9.93
9083103,5030834,2204,3,14.86,0.0,44.58
9083104,5030835,3577,1,7.12,0.0,7.12
9083105,5030836,2124,2,12.45,0.0,24.9
9083106,5030837,2004,2,15.33,0.0,30.66
9083107,5030837,2364,4,22.89,0.0,91.56
9083108,5030838,2347,2,24.81,0.0,49.62
9083109,5030838,3783,1,15.64,5.0,14.86
9083110,5030838,2255,1,17.92,5.0,17.02
9083111,5030838,2489,1,13.46,15.0,11.44
9083112,5030838,2195,1,11.63,5.0,11.05
9083113,5030838,2332,3,10.31,0.0,30.93
9083114,5030838,3373,1,15.0,0.0,15.0
9083115,5030838,2101,2,20.5,0.0,41.0
9083116,5030838,2267,5,3.76,0.0,18.8
9083117,5030838,2018,1,4.12,0.0,4.12
9083118,5030839,2039,1,1.91,0.0,1.91
9083119,5030840,2177,1,0.87,0.0,0.87
9083120,5030840,2283,2,16.85,20.0,26.96
9083121,5030841,2026,3,2.94,0.0,8.82
9083122,5030842,2234,1,2.36,0.0,2.36
9083123,5030842,2018,1,4.12,0.0,4.12
9083124,5030843,2188,1,20.89,5.0,19.85
9083125,5030843,2252,3,8.07,0.0,24.21
9083126,5030844,2184,1,2.3,5.0,2.18
9083127,5030844,2252,1,8.07,0.0,8.07
9083128,5030844,3268,4,18.45,0.0,73.8
9083129,5030845,2328,4,23.24,0.0,92.96
9083130,5030846,2087,1,5.2,0.0,5.2
9083131,5030847,2885,1,13.12,0.0,13.12
9083132,5030847,2343,1,18.76,0.0,18.76
9083133,5030848,3709,3,20.81,10.0,56.19
9083134,5030849,2139,3,12.6,0.0,37.8
9083135,5030850,2172,1,7.42,0.0,7.42
9083136,5030851,3011,2,4.18,10.0,7.52
9083137,5030852,2132,2,14.67,15.0,24.94
9083138,5030852,2026,4,2.94,0.0,11.76
9083139,5030852,2352,1,6.23,0.0,6.23
9083140,5030852,2304,2,10.3,5.0,19.57
9083141,5030852,2285,5,24.63,0.0,123.15
9083142,5030853,2057,2,13.89,20.0,22.22
9083143,5030853,2145,1,18.59,0.0,18.59
9083144,5030853,2311,4,15.11,0.0,60.44
9083145,5030853,3297,1,21.27,0.0,21.27
9083146,5030853,2967,4,10.71,15.0,36.41
9083147,5030853,2350,3,15.56,5.0,44.35
9083148,5030853,2151,3,15.34,0.0,46.02
9083149,5030854,2294,2,16.44,10.0,29.59
9083150,5030854,3383,1,5.02,10.0,4.52
9083151,5030855,2339,2,2.4,0.0,4.8
9083152,5030855,2090,1,5.87,0.0,5.87
9083153,5030856,2093,1,0.64,0.0,0.64
9083154,5030857,2132,4,14.67,0.0,58.68
9083155,5030857,2019,3,6.77,5.0,19.29
9083156,5030857,2365,6,0.89,5.0,5.07
9083157,5030857,2150,1,20.36,5.0,19.34
9083158,5030857,2310,6,20.48,15.0,104.45
9083159,5030857,2187,1,14.36,0.0,14.36
9083160,5030857,3652,1,3.66,5.0,3.48
9083161,5030858,2345,3,19.25,0.0,57.75
9083162,5030858,2120,4,3.88,0.0,15.52
9083163,5030858,2022,2,4.67,0.0,9.34
9083164,5030858,2151,1,15.34,0.0,15.34
9083165,5030858,2035,2,2.94,25.0,4.41
9083166,5030858,2717,2,5.05,5.0,9.59
9083167,5030858,2208,2,13.06,10.0,23.51
9083168,5030859,2190,1,22.62,15.0,19.23
9083169,5030860,2310,2,20.48,0.0,40.96
9083170,5030860,2267,1,3.76,15.0,3.2
9083171,5030861,2263,2,18.09,0.0,36.18
9083172,5030862,2600,3,17.41,15.0,44.4
9083173,5030862,3290,6,14.52,0.0,87.12
9083174,5030862,3405,2,4.02,0.0,8.04
9083175,5030862,2075,1,2.44,0.0,2.44
9083176,5030862,2108,3,10.79,0.0,32.37
9083177,5030863,2123,1,21.4,0.0,21.4
9083178,5030863,2064,4,14.86,0.0,59.44
9083179,5030864,2314,1,10.61,20.0,8.49
9083180,5030864,2078,1,14.98,5.0,14.23
9083181,5030864,2162,1,16.04,0.0,16.04
9083182,5030865,2757,2,16.99,0.0,33.98
9083183,5030865,2358,1,10.01,0.0,10.01
9083184,5030865,2307,3,12.74,10.0,34.4
9083185,5030866,2084,1,4.98,0.0,4.98
9083186,5030866,3542,1,21.05,15.0,17.89
9083187,5030866,2979,1,3.25,0.0,3.25
9083188,5030866,2160,5,24.06,0.0,120.3
9083189,5030866,3056,1,10.69,5.0,10.16
9083190,5030867,2118,4,18.71,0.0,74.84
9083191,5030868,3250,2,10.93,10.0,19.67
9083192,5030868,2342,2,14.18,0.0,28.36
9083193,5030869,2227,2,10.17,0.0,20.34
9083194,5030869,2354,2,10.62,20.0,16.99
9083195,5030869,2191,2,2.7,0.0,5.4
9083196,5030869,3535,1,17.12,0.0,17.12
9083197,5030869,2236,2,11.86,15.0,20.16
9083198,5030869,2019,4,6.77,0.0,27.08
9083199,5030870,2244,4,2.1,0.0,8.4
9083200,5030870,3653,1,22.84,10.0,20.56
9083201,5030870,2279,2,17.13,0.0,34.26
9083202,5030870,2167,1,3.46,5.0,3.29
9083203,5030871,2039,1,1.91,0.0,1.91
9083204,5030871,2203,1,1.73,0.0,1.73
9083205,5030871,2507,3,4.66,0.0,13.98
9083206,5030872,3286,3,16.79,15.0,42.81
9083207,5030872,2249,1,16.71,0.0,16.71
9083208,5030872,2328,5,23.24,5.0,110.39
9083209,5030872,2200,1,22.18,10.0,19.96
9083210,5030872,2120,3,3.88,0.0,11.64
9083211,5030873,2136,1,17.82,0.0,17.82
9083212,5030873,2096,1,20.94,25.0,15.71
9083213,5030874,2344,1,23.39,0.0,23.39
9083214,5030874,2269,1,5.43,10.0,4.89
9083215,5030874,2168,2,14.02,0.0,28.04
9083216,5030874,2216,3,16.91,0.0,50.73
9083217,5030874,2024,3,6.74,10.0,18.2
9083218,5030875,2105,2,9.93,0.0,19.86
9083219,5030875,3767,1,21.32,0.0,21.32
9083220,5030876,2096,2,20.94,0.0,41.88
9083221,5030876,2079,3,4.27,0.0,12.81
9083222,5030876,2007,4,2.51,0.0,10.04
9083223,5030876,2030,2,12.43,0.0,24.86
9083224,5030876,2251,3,9.42,5.0,26.85
9083225,5030876,2180,1,11.12,0.0,11.12
9083226,5030876,2202,1,1.97,0.0,1.97
9083227,5030876,2151,1,15.34,0.0,15.34
9083228,5030876,2169,2,12.7,0.0,25.4
9083229,5030877,2285,2,24.63,0.0,49.26
9083230,5030877,2084,2,4.98,5.0,9.46
9083231,5030878,2301,1,22.03,0.0,22.03
9083232,5030878,2787,2,19.06,25.0,28.59
9083233,5030878,2205,2,21.52,0.0,43.04
9083234,5030878,3138,1,7.09,0.0,7.09
9083235,5030878,2010,1,1.66,0.0,1.66
9083236,5030878,2310,2,20.48,10.0,36.86
9083237,5030879,2108,3,10.79,0.0,32.37
9083238,5030879,2294,1,16.44,0.0,16.44
9083239,5030880,2135,1,0.8,0.0,0.8
9083240,5030880,2067,1,4.67,15.0,3.97
9083241,5030881,2320,1,23.88,5.0,22.69
9083242,5030882,2844,1,23.91,10.0,21.52
9083243,5030883,2135,1,0.8,0.0,0.8
9083244,5030884,2648,1,14.96,0.0,14.96
9083245,5030884,2818,1,19.7,0.0,19.7
9083246,5030884,2264,2,13.32,5.0,25.31
9083247,5030885,2194,1,24.19,0.0,24.19
9083248,5030885,2226,1,3.21,0.0,3.21
9083249,5030885,3611,3,20.29,20.0,48.7
9083250,5030886,3740,1,13.79,0.0,13.79
9083251,5030886,3079,1,18.59,0.0,18.59
9083252,5030887,2746,5,20.73,0.0,103.65
9083253,5030888,2450,1,0.9,0.0,0.9
9083254,5030888,2117,2,15.5,5.0,29.45
9083255,5030889,2368,1,18.14,0.0,18.14
9083256,5030889,2238,1,20.0,10.0,18.0
9083257,5030889,2237,1,21.66,0.0,21.66
9083258,5030889,2353,2,14.64,0.0,29.28
9083259,5030889,2218,1,5.98,0.0,5.98
9083260,5030889,2334,1,6.9,5.0,6.55
9083261,5030890,2073,1,1.47,5.0,1.4
9083262,5030890,3011,3,4.18,0.0,12.54
9083263,5030890,2330,2,16.37,20.0,26.19
9083264,5030891,2140,1,22.06,0.0,22.06
9083265,5030891,2044,1,12.22,0.0,12.22
9083266,5030892,2183,3,6.18,5.0,17.61
9083267,5030893,2348,3,24.46,0.0,73.38
9083268,5030893,2164,1,11.63,0.0,11.63
9083269,5030893,2188,1,20.89,10.0,18.8
9083270,5030893,2245,1,8.66,10.0,7.79
9083271,5030893,2364,3,22.89,0.0,68.67
9083272,5030894,2046,1,10.6,0.0,10.6
9083273,5030894,2065,3,8.07,5.0,23.0
9083274,5030894,2008,4,9.09,0.0,36.36
9083275,5030895,2247,1,12.95,10.0,11.65
9083276,5030896,2139,1,12.6,0.0,12.6
9083277,5030897,2198,1,23.67,20.0,18.94
9083278,5030897,2006,1,4.66,20.0,3.73
9083279,5030897,3825,2,14.57,0.0,29.14
9083280,5030897,2160,4,24.06,5.0,91.43
9083281,5030898,2086,6,8.74,5.0,49.82
9083282,5030898,3679,1,2.13,0.0,2.13
9083283,5030899,2302,2,14.78,0.0,29.56
9083284,5030899,2338,1,19.16,0.0,19.16
9083285,5030899,2206,1,3.72,5.0,3.53
9083286,5030899,2009,3,14.23,5.0,40.56
9083287,5030899,2198,3,23.67,10.0,63.91
9083288,5030899,2267,2,3.76,0.0,7.52
9083289,5030899,2317,4,5.2,10.0,18.72
9083290,5030900,2097,4,22.51,10.0,81.04
9083291,5030901,2203,2,1.73,10.0,3.11
9083292,5030901,3463,1,11.21,0.0,11.21
9083293,5030902,2061,4,7.09,25.0,21.27
9083294,5030902,2356,1,10.49,0.0,10.49
9083295,5030903,2166,6,15.81,0.0,94.86
9083296,5030903,2229,2,13.54,10.0,24.37
9083297,5030903,2164,2,11.63,0.0,23.26
9083298,5030904,2519,4,3.44,15.0,11.7
9083299,5030904,3384,1,1.01,5.0,0.96
9083300,5030904,3545,1,7.86,10.0,7.07
9083301,5030905,3158,1,5.19,0.0,5.19
9083302,5030905,2033,6,8.41,0.0,50.46
9083303,5030906,2305,1,19.22,15.0,16.34
9083304,5030907,2006,3,4.66,0.0,13.98
9083305,5030907,3568,1,20.13,15.0,17.11
9083306,5030907,2271,1,21.61,0.0,21.61
9083307,5030908,2108,3,10.79,0.0,32.37
9083308,5030908,2196,1,12.04,0.0,12.04
9083309,5030909,2076,4,9.51,5.0,36.14
9083310,5030909,2067,2,4.67,0.0,9.34
9083311,5030910,2026,1,2.94,0.0,2.94
9083312,5030910,3671,1,17.62,10.0,15.86
9083313,5030910,2148,1,14.55,5.0,13.82
9083314,5030910,2291,3,6.63,0.0,19.89
9083315,5030910,2331,2,4.79,15.0,8.14
9083316,5030911,2097,1,22.51,0.0,22.51
9083317,5030911,2299,4,1.73,0.0,6.92
9083318,5030912,2223,1,8.84,0.0,8.84
9083319,5030913,2255,1,17.92,15.0,15.23
9083320,5030914,2155,2,17.81,0.0,35.62
9083321,5030914,2020,1,5.44,15.0,4.62
9083322,5030914,2033,2,8.41,5.0,15.98
9083323,5030914,2274,1,15.25,5.0,14.49
9083324,5030914,2337,4,11.64,0.0,46.56
9083325,5030915,2362,3,10.21,0.0,30.63
9083326,5030916,2829,1,16.93,0.0,16.93
9083327,5030916,2251,2,9.42,0.0,18.84
9083328,5030916,2256,4,22.67,5.0,86.15
9083329,5030917,2136,4,17.82,0.0,71.28
9083330,5030917,2138,1,7.32,0.0,7.32
9083331,5030918,2162,2,16.04,0.0,32.08
9083332,5030919,2192,6,20.84,5.0,118.79
9083333,5030919,2339,1,2.4,0.0,2.4
9083334,5030920,3412,2,17.15,0.0,34.3
9083335,5030921,2350,4,15.56,10.0,56.02
9083336,5030921,2441,3,12.19,0.0,36.57
9083337,5030921,2144,5,6.14,10.0,27.63
9083338,5030921,3660,2,5.25,0.0,10.5
9083339,5030921,2138,1,7.32,0.0,7.32
9083340,5030922,2203,1,1.73,0.0,1.73
9083341,5030922,2081,1,7.65,0.0,7.65
9083342,5030923,2067,1,4.67,5.0,4.44
9083343,5030923,2315,1,13.2,0.0,13.2
9083344,5030924,2368,3,18.14,0.0,54.42
9083345,5030924,2077,1,10.71,0.0,10.71
9083346,5030924,3829,1,8.51,0.0,8.51
9083347,5030924,2292,2,12.8,25.0,19.2
9083348,5030925,2147,3,24.36,0.0,73.08
9083349,5030925,2285,6,24.63,0.0,147.78
9083350,5030926,2267,2,3.76,0.0,7.52
9083351,5030926,2359,5,1.75,10.0,7.88
9083352,5030926,2764,1,1.59,0.0,1.59
9083353,5030927,2316,3,11.75,0.0,35.25
9083354,5030928,2121,2,13.78,5.0,26.18
9083355,5030928,3443,1,24.09,0.0,24.09
9083356,5030929,2070,1,5.16,20.0,4.13
9083357,5030929,2077,3,10.71,10.0,28.92
9083358,5030929,2116,2,11.67,0.0,23.34
9083359,5030929,2229,2,13.54,10.0,24.37
9083360,5030930,2343,1,18.76,5.0,17.82
9083361,5030930,2018,3,4.12,0.0,12.36
9083362,5030931,2192,1,20.84,10.0,18.76
9083363,5030931,2188,1,20.89,20.0,16.71
9083364,5030931,2113,2,11.65,0.0,23.3
9083365,5030931,2346,4,9.69,0.0,38.76
9083366,5030931,2217,1,24.22,10.0,21.8
9083367,5030932,3526,1,14.92,0.0,14.92
9083368,5030932,2368,1,18.14,5.0,17.23
9083369,5030932,2061,3,7.09,0.0,21.27
9083370,5030933,2110,2,11.88,5.0,22.57
9083371,5030933,2215,3,2.77,10.0,7.48
9083372,5030933,2642,1,24.51,15.0,20.83
9083373,5030934,2086,2,8.74,10.0,15.73
9083374,5030934,2515,4,21.0,0.0,84.0
9083375,5030935,2145,2,18.59,0.0,37.18
9083376,5030935,2159,1,2.46,0.0,2.46
9083377,5030935,2134,2,20.0,0.0,40.0
9083378,5030936,3820,1,0.89,20.0,0.71
9083379,5030937,2226,1,3.21,5.0,3.05
9083380,5030938,2350,1,15.56,0.0,15.56
9083381,5030939,2134,2,20.0,20.0,32.0
9083382,5030939,2268,1,15.97,0.0,15.97
9083383,5030940,2033,3,8.41,0.0,25.23
9083384,5030940,2151,3,15.34,5.0,43.72
9083385,5030940,3366,2,23.16,0.0,46.32
9083386,5030940,2380,2,14.31,15.0,24.33
9083387,5030941,2339,1,2.4,15.0,2.04
9083388,5030941,2103,1,17.14,0.0,17.14
9083389,5030941,2144,4,6.14,10.0,22.1
9083390,5030941,3801,4,5.23,0.0,20.92
9083391,5030941,2281,1,22.87,0.0,22.87
9083392,5030942,2141,3,18.13,0.0,54.39
9083393,5030943,2461,4,9.41,0.0,37.64
9083394,5030943,2257,2,1.79,20.0,2.86
9083395,5030943,2113,2,11.65,0.0,23.3
9083396,5030943,2115,2,5.85,0.0,11.7
9083397,5030943,2359,4,1.75,0.0,7.0
9083398,5030943,2065,4,8.07,0.0,32.28
9083399,5030943,2091,1,8.37,5.0,7.95
9083400,5030943,2023,1,4.64,10.0,4.18
9083401,5030944,2284,3,17.93,0.0,53.79
9083402,5030945,2344,3,23.39,15.0,59.64
9083403,5030945,2593,4,10.75,0.0,43.0
9083404,5030946,2246,2,8.07,5.0,15.33
9083405,5030946,3763,1,10.29,5.0,9.78
9083406,5030946,2501,2,16.16,0.0,32.32
9083407,5030947,2058,6,15.75,5.0,89.77
9083408,5030947,2238,2,20.0,20.0,32.0
9083409,5030947,2358,4,10.01,0.0,40.04
9083410,5030948,2213,3,22.25,20.0,53.4
9083411,5030948,2224,3,22.13,5.0,63.07
9083412,5030949,3651,1,5.91,0.0,5.91
9083413,5030949,2471,1,14.72,5.0,13.98
9083414,5030949,2183,1,6.18,10.0,5.56
9083415,5030950,2050,2,1.68,0.0,3.36
9083416,5030951,2223,3,8.84,10.0,23.87
9083417,5030952,2026,1,2.94,0.0,2.94
9083418,5030952,2333,1,9.89,15.0,8.41
9083419,5030953,2338,3,19.16,0.0,57.48
9083420,5030954,2111,1,7.44,0.0,7.44
9083421,5030954,2133,1,2.35,20.0,1.88
9083422,5030954,2364,3,22.89,0.0,68.67
9083423,5030955,3062,2,19.59,0.0,39.18
9083424,5030955,2334,1,6.9,5.0,6.55
9083425,5030955,2320,1,23.88,0.0,23.88
9083426,5030956,2132,1,14.67,0.0,14.67
9083427,5030956,2259,1,22.97,5.0,21.82
9083428,5030956,2329,1,21.34,0.0,21.34
9083429,5030957,2116,1,11.67,0.0,11.67
9083430,5030958,2064,1,14.86,0.0,14.86
9083431,5030958,2048,1,1.58,0.0,1.58
9083432,5030958,2096,1,20.94,0.0,20.94
9083433,5030958,2167,1,3.46,0.0,3.46
9083434,5030958,2092,1,2.01,0.0,2.01
9083435,5030958,2291,2,6.63,10.0,11.93
9083436,5030958,2319,1,7.54,5.0,7.16
9083437,5030958,2359,2,1.75,5.0,3.32
9083438,5030958,2157,4,4.56,10.0,16.42
9083439,5030958,2055,2,13.03,10.0,23.45
9083440,5030959,2139,1,12.6,15.0,10.71
9083441,5030960,3564,1,12.52,0.0,12.52
9083442,5030960,2059,1,5.82,15.0,4.95
9083443,5030961,2291,2,6.63,10.0,11.93
9083444,5030962,2260,2,22.68,10.0,40.82
9083445,5030962,2271,3,21.61,25.0,48.62
9083446,5030963,2575,4,19.58,0.0,78.32
9083447,5030963,2265,2,10.06,15.0,17.1
9083448,5030963,2134,3,20.0,0.0,60.0
9083449,5030963,2489,1,13.46,5.0,12.79
9083450,5030963,3709,1,20.81,5.0,19.77
9083451,5030963,2087,4,5.2,15.0,17.68
9083452,5030963,2225,1,12.39,0.0,12.39
9083453,5030963,2787,2,19.06,0.0,38.12
9083454,5030963,2394,1,8.35,0.0,8.35
9083455,5030963,2351,1,11.43,15.0,9.72
9083456,5030964,3087,2,24.01,0.0,48.02
9083457,5030964,2142,1,2.77,0.0,2.77
9083458,5030964,2351,2,11.43,20.0,18.29
9083459,5030965,2223,6,8.84,0.0,53.04
9083460,5030966,2364,3,22.89,0.0,68.67
9083461,5030967,2190,2,22.62,0.0,45.24
9083462,5030967,2006,3,4.66,0.0,13.98
9083463,5030968,2151,5,15.34,0.0,76.7
9083464,5030968,2078,3,14.98,0.0,44.94
9083465,5030968,2141,3,18.13,0.0,54.39
9083466,5030968,2297,1,8.15,5.0,7.74
9083467,5030968,2294,1,16.44,0.0,16.44
9083468,5030968,2080,1,10.53,0.0,10.53
9083469,5030968,2174,1,24.52,5.0,23.29
9083470,5030968,2014,4,15.01,0.0,60.04
9083471,5030968,2280,5,10.24,0.0,51.2
9083472,5030969,2310,3,20.48,0.0,61.44
9083473,5030969,2149,6,3.29,5.0,18.75
9083474,5030969,2224,1,22.13,0.0,22.13
9083475,5030970,2162,1,16.04,0.0,16.04
9083476,5030971,2092,5,2.01,20.0,8.04
9083477,5030972,2178,4,16.41,0.0,65.64
9083478,5030972,2061,1,7.09,0.0,7.09
9083479,5030973,2289,5,19.3,0.0,96.5
9083480,5030973,2103,1,17.14,0.0,17.14
9083481,5030973,3481,1,22.49,10.0,20.24
9083482,5030973,3382,3,18.37,5.0,52.35
9083483,5030973,3021,1,24.25,5.0,23.04
9083484,5030973,2584,1,22.3,15.0,18.96
9083485,5030973,2365,2,0.89,0.0,1.78
9083486,5030973,2081,1,7.65,0.0,7.65
9083487,5030973,2205,1,21.52,0.0,21.52
9083488,5030973,2113,1,11.65,5.0,11.07
9083489,5030974,2349,5,6.55,5.0,31.11
9083490,5030974,2175,1,9.95,10.0,8.96
9083491,5030974,2024,4,6.74,0.0,26.96
9083492,5030974,2182,5,4.65,0.0,23.25
9083493,5030975,2303,1,21.25,0.0,21.25
9083494,5030976,2249,2,16.71,0.0,33.42
9083495,5030977,3700,1,22.68,0.0,22.68
9083496,5030978,2053,2,8.07,0.0,16.14
9083497,5030979,3371,2,12.62,5.0,23.98
9083498,5030980,2140,3,22.06,0.0,66.18
9083499,5030981,2928,1,18.56,10.0,16.7
9083500,5030981,2106,2,9.41,0.0,18.82
9083501,5030982,2270,1,24.72,5.0,23.48
9083502,5030983,2127,1,5.68,0.0,5.68
9083503,5030983,2229,1,13.54,5.0,12.86
9083504,5030983,2314,3,10.61,20.0,25.46
9083505,5030983,3805,5,9.57,15.0,40.67
9083506,5030983,2035,1,2.94,15.0,2.5
9083507,5030983,2233,1,13.33,0.0,13.33
9083508,5030984,2345,2,19.25,25.0,28.88
9083509,5030984,2043,3,15.44,0.0,46.32
9083510,5030984,3123,1,20.56,0.0,20.56
9083511,5030984,2011,1,15.76,0.0,15.76
9083512,5030985,2211,2,9.82,15.0,16.69
9083513,5030985,2103,2,17.14,5.0,32.57
9083514,5030985,2176,1,12.8,0.0,12.8
9083515,5030986,2286,5,11.94,0.0,59.7
9083516,5030986,2612,3,17.21,5.0,49.05
9083517,5030987,2031,4,7.29,0.0,29.16
9083518,5030987,2327,1,19.8,0.0,19.8
9083519,5030988,2279,1,17.13,0.0,17.13
9083520,5030989,2129,2,19.63,5.0,37.3
9083521,5030990,2154,2,4.33,0.0,8.66
9083522,5030990,2114,1,6.47,0.0,6.47
9083523,5030990,2107,1,12.91,0.0,12.91
9083524,5030991,3759,1,4.87,0.0,4.87
9083525,5030991,2323,2,1.78,15.0,3.03
9083526,5030992,2741,5,20.93,15.0,88.95
9083527,5030993,2367,1,24.17,0.0,24.17
9083528,5030993,2131,4,19.28,10.0,69.41
9083529,5030993,2162,2,16.04,0.0,32.08
9083530,5030993,2015,1,10.37,5.0,9.85
9083531,5030994,2248,2,24.99,20.0,39.98
9083532,5030994,2205,3,21.52,0.0,64.56
9083533,5030994,2159,3,2.46,5.0,7.01
9083534,5030994,2042,3,4.67,15.0,11.91
9083535,5030994,3450,1,0.89,0.0,0.89
9083536,5030994,2223,1,8.84,0.0,8.84
9083537,5030994,2154,3,4.33,0.0,12.99
9083538,5030995,3595,1,21.7,5.0,20.61
9083539,5030996,2330,2,16.37,0.0,32.74
9083540,5030997,2134,2,20.0,0.0,40.0
9083541,5030997,2129,1,19.63,0.0,19.63
9083542,5030998,3484,2,16.59,0.0,33.18
9083543,5030998,3609,4,8.49,0.0,33.96
9083544,5030998,2302,1,14.78,25.0,11.08
9083545,5030998,2252,2,8.07,5.0,15.33
9083546,5030998,2242,2,24.56,20.0,39.3
9083547,5030998,2145,3,18.59,0.0,55.77
9083548,5030998,2129,1,19.63,15.0,16.69
9083549,5030998,2304,4,10.3,0.0,41.2
9083550,5030999,2626,1,5.0,5.0,4.75
9083551,5030999,2139,2,12.6,5.0,23.94
9083552,5030999,2073,1,1.47,0.0,1.47
9083553,5030999,2024,1,6.74,0.0,6.74
9083554,5030999,2095,1,7.18,0.0,7.18
9083555,5030999,2009,5,14.23,0.0,71.15
9083556,5030999,2233,2,13.33,15.0,22.66
9083557,5031000,2339,2,2.4,0.0,4.8
9083558,5031000,3743,1,17.37,10.0,15.63
9083559,5031001,2155,5,17.81,0.0,89.05
9083560,5031001,2642,2,24.51,0.0,49.02
9083561,5031002,2170,1,11.68,0.0,11.68
9083562,5031003,2236,1,11.86,5.0,11.27
9083563,5031003,2218,1,5.98,10.0,5.38
9083564,5031004,2319,4,7.54,0.0,30.16
9083565,5031004,2270,1,24.72,0.0,24.72
9083566,5031004,2057,1,13.89,0.0,13.89
9083567,5031004,2128,1,12.01,15.0,10.21
9083568,5031004,2260,4,22.68,0.0,90.72
9083569,5031004,3618,2,19.75,5.0,37.52
9083570,5031004,2895,1,6.44,5.0,6.12
9083571,5031004,2101,3,20.5,5.0,58.42
9083572,5031004,2961,1,4.48,0.0,4.48
9083573,5031005,2183,1,6.18,0.0,6.18
9083574,5031006,3477,1,9.03,20.0,7.22
9083575,5031006,2354,2,10.62,5.0,20.18
9083576,5031006,2339,2,2.4,20.0,3.84
9083577,5031007,2085,1,5.25,0.0,5.25
9083578,5031008,2220,1,15.41,5.0,14.64
9083579,5031008,2182,1,4.65,0.0,4.65
9083580,5031009,2106,6,9.41,20.0,45.17
9083581,5031010,2236,1,11.86,0.0,11.86
9083582,5031010,2347,2,24.81,10.0,44.66
9083583,5031010,2493,4,13.77,5.0,52.33
9083584,5031010,2350,2,15.56,0.0,31.12
9083585,5031011,2230,1,11.18,20.0,8.94
9083586,5031011,3663,2,9.86,20.0,15.78
9083587,5031012,2181,2,8.44,0.0,16.88
9083588,5031013,2107,1,12.91,15.0,10.97
9083589,5031013,3220,1,11.71,10.0,10.54
9083590,5031013,2173,2,8.95,10.0,16.11
9083591,5031013,2052,2,1.68,0.0,3.36
9083592,5031013,3228,2,15.36,5.0,29.18
9083593,5031013,2100,1,7.03,10.0,6.33
9083594,5031013,3050,5,13.16,25.0,49.35
